timeOpen;timeClose;timeHigh;timeLow;name;open;high;low;close;volume;marketCap;timestamp
"2023-11-01T00:00:00.000Z";"2023-11-01T23:59:59.999Z";"2023-11-01T21:05:00.000Z";"2023-11-01T14:57:00.000Z";"2781";34657.275324496;35527.9315607675;34170.6925900981;35437.2531810872;22446272004.73;692109682986.45;"2023-11-01T23:59:59.999Z"
"2023-10-31T00:00:00.000Z";"2023-10-31T23:59:59.999Z";"2023-10-31T21:21:00.000Z";"2023-10-31T08:07:00.000Z";"2781";34500.077738405;34719.2540492146;34083.3094592027;34667.7793605467;15758270810.39;677047621125.28;"2023-10-31T23:59:59.999Z"
"2023-10-30T00:00:00.000Z";"2023-10-30T23:59:59.999Z";"2023-10-30T14:23:00.000Z";"2023-10-30T17:20:00.000Z";"2781";34531.7413739892;34843.9354996506;34110.97396275;34502.3646632352;17184860315.15;673783741121.58;"2023-10-30T23:59:59.999Z"
"2023-10-29T00:00:00.000Z";"2023-10-29T23:59:59.999Z";"2023-10-29T18:31:00.000Z";"2023-10-29T04:05:00.000Z";"2781";34089.3717393188;34743.2624156324;33947.5671779426;34538.4820881103;11160323986.4;674455804209.68;"2023-10-29T23:59:59.999Z"
"2023-10-28T00:00:00.000Z";"2023-10-28T23:59:59.999Z";"2023-10-28T11:22:00.000Z";"2023-10-28T01:38:00.000Z";"2781";33907.7236538604;34399.3889776255;33874.80478364;34089.5758722222;10160330824.97;665660534679.17;"2023-10-28T23:59:59.999Z"
"2023-10-27T00:00:00.000Z";"2023-10-27T23:59:59.999Z";"2023-10-27T07:00:00.000Z";"2023-10-27T18:32:00.000Z";"2781";34156.5006862458;34238.2107710298;33416.8854859996;33909.7992843111;16418032871.14;662115721497.01;"2023-10-27T23:59:59.999Z"
"2023-10-26T00:00:00.000Z";"2023-10-26T23:59:59.999Z";"2023-10-26T03:43:00.000Z";"2023-10-26T17:02:00.000Z";"2781";34504.2874223132;34832.9085401984;33762.3232894547;34156.6498283887;19427195375.76;666904079221.52;"2023-10-26T23:59:59.999Z"
"2023-10-25T00:00:00.000Z";"2023-10-25T23:59:59.999Z";"2023-10-25T16:17:00.000Z";"2023-10-25T07:47:00.000Z";"2781";33916.0440547641;35133.7575692805;33709.1103099721;34502.8208915452;25254318008.32;673629831821.37;"2023-10-25T23:59:59.999Z"
"2023-10-24T00:00:00.000Z";"2023-10-24T23:59:59.999Z";"2023-10-24T02:27:00.000Z";"2023-10-24T00:09:00.000Z";"2781";33077.3039477251;35150.4334987547;32880.7617303701;33901.5265633635;44934999644.84;661859706505.71;"2023-10-24T23:59:59.999Z"
"2023-10-23T00:00:00.000Z";"2023-10-23T23:59:59.999Z";"2023-10-23T22:43:00.000Z";"2023-10-23T01:03:00.000Z";"2781";30140.6848629718;34370.4387694494;30097.8287422783;33086.2329685778;38363572311.35;645916652811.37;"2023-10-23T23:59:59.999Z"
"2023-10-22T00:00:00.000Z";"2023-10-22T23:59:59.999Z";"2023-10-22T06:13:00.000Z";"2023-10-22T07:41:00.000Z";"2781";29918.6550353499;30199.433111792;29720.3134496158;29993.896524372;10446520039.78;585517392721.71;"2023-10-22T23:59:59.999Z"
"2023-10-21T00:00:00.000Z";"2023-10-21T23:59:59.999Z";"2023-10-21T18:02:00.000Z";"2023-10-21T03:13:00.000Z";"2781";29683.3818172183;30287.4816486504;29481.752314224;29918.4116679289;11541146995.56;584015234381.83;"2023-10-21T23:59:59.999Z"
"2023-10-20T00:00:00.000Z";"2023-10-20T23:59:59.999Z";"2023-10-20T10:41:00.000Z";"2023-10-20T01:13:00.000Z";"2781";28732.8115476298;30104.0856129743;28601.6701571248;29682.9492736036;21536125230.44;579392054001.41;"2023-10-20T23:59:59.999Z"
"2023-10-19T00:00:00.000Z";"2023-10-19T23:59:59.999Z";"2023-10-19T16:25:00.000Z";"2023-10-19T01:47:00.000Z";"2781";28332.4153057225;28892.4736768208;28177.987543782;28719.8061329065;14448058194.96;560568426319.13;"2023-10-19T23:59:59.999Z"
"2023-10-18T00:00:00.000Z";"2023-10-18T23:59:59.999Z";"2023-10-18T04:58:00.000Z";"2023-10-18T14:38:00.000Z";"2781";28413.5308076905;28889.0095891567;28174.2525509513;28328.3411519926;12724128585.67;552901231268.14;"2023-10-18T23:59:59.999Z"
"2023-10-17T00:00:00.000Z";"2023-10-17T23:59:59.999Z";"2023-10-17T17:01:00.000Z";"2023-10-17T04:08:00.000Z";"2781";28522.0981659193;28618.7523898295;28110.186117224;28415.7481397071;14872527507.52;554581972707.2;"2023-10-17T23:59:59.999Z"
"2023-10-16T00:00:00.000Z";"2023-10-16T23:59:59.999Z";"2023-10-16T13:33:00.000Z";"2023-10-16T00:46:00.000Z";"2781";27162.6282288816;29448.1390371439;27130.4734781668;28519.466679449;27833876539.05;556577526992.93;"2023-10-16T23:59:59.999Z"
"2023-10-15T00:00:00.000Z";"2023-10-15T23:59:59.999Z";"2023-10-15T22:12:00.000Z";"2023-10-15T13:06:00.000Z";"2781";26858.0117256917;27289.1703193981;26817.8940104817;27159.6529187802;7098201979.78;530017041635.81;"2023-10-15T23:59:59.999Z"
"2023-10-14T00:00:00.000Z";"2023-10-14T23:59:59.999Z";"2023-10-14T03:38:00.000Z";"2023-10-14T21:30:00.000Z";"2781";26866.2032449465;26968.9992181773;26814.5865862464;26861.7062025597;5388116781.76;524174123665.75;"2023-10-14T23:59:59.999Z"
"2023-10-13T00:00:00.000Z";"2023-10-13T23:59:59.999Z";"2023-10-13T21:03:00.000Z";"2023-10-13T17:35:00.000Z";"2781";26752.8795584136;27092.6967461244;26686.3223094419;26862.3754456225;15165312851.42;524162174273.51;"2023-10-13T23:59:59.999Z"
"2023-10-12T00:00:00.000Z";"2023-10-12T23:59:59.999Z";"2023-10-12T02:55:00.000Z";"2023-10-12T17:36:00.000Z";"2781";26873.2924913908;26921.4389028815;26558.320783999;26756.7986388286;9392909295.17;522077986120.86;"2023-10-12T23:59:59.999Z"
"2023-10-11T00:00:00.000Z";"2023-10-11T23:59:59.999Z";"2023-10-11T01:11:00.000Z";"2023-10-11T17:50:00.000Z";"2781";27392.0755460815;27474.1161865287;26561.099365503;26873.3211207589;13648094333.06;524325019033.96;"2023-10-11T23:59:59.999Z"
"2023-10-10T00:00:00.000Z";"2023-10-10T23:59:59.999Z";"2023-10-10T08:34:00.000Z";"2023-10-10T18:59:00.000Z";"2781";27589.2011015988;27715.8483474204;27301.655078145;27391.0195174366;9973350678.17;534398434701.94;"2023-10-10T23:59:59.999Z"
"2023-10-09T00:00:00.000Z";"2023-10-09T23:59:59.999Z";"2023-10-09T01:54:00.000Z";"2023-10-09T16:46:00.000Z";"2781";27934.4721623395;27989.4709019697;27302.5619189233;27583.6785949548;12007668568.18;538127916933.08;"2023-10-09T23:59:59.999Z"
"2023-10-08T00:00:00.000Z";"2023-10-08T23:59:59.999Z";"2023-10-08T03:45:00.000Z";"2023-10-08T13:16:00.000Z";"2781";27971.6781072086;28102.1703909258;27740.6630244878;27935.0895806612;7916875289.67;544957531993.92;"2023-10-08T23:59:59.999Z"
"2023-10-07T00:00:00.000Z";"2023-10-07T23:59:59.999Z";"2023-10-07T09:02:00.000Z";"2023-10-07T00:27:00.000Z";"2781";27946.781632977;28028.0920869055;27870.4234580531;27968.8388707898;6553044316.48;545589873920.51;"2023-10-07T23:59:59.999Z"
"2023-10-06T00:00:00.000Z";"2023-10-06T23:59:59.999Z";"2023-10-06T21:39:00.000Z";"2023-10-06T13:01:00.000Z";"2781";27412.1224236917;28252.5375699066;27215.5524462077;27946.5967799289;13492391598.97;545126652148.46;"2023-10-06T23:59:59.999Z"
"2023-10-05T00:00:00.000Z";"2023-10-05T23:59:59.999Z";"2023-10-05T14:21:00.000Z";"2023-10-05T17:21:00.000Z";"2781";27798.6471269996;28091.8612370672;27375.6014238251;27415.9119821677;11877253669.95;534747363212.19;"2023-10-05T23:59:59.999Z"
"2023-10-04T00:00:00.000Z";"2023-10-04T23:59:59.999Z";"2023-10-04T19:12:00.000Z";"2023-10-04T00:41:00.000Z";"2781";27429.074995009;27826.6579481943;27248.1062465564;27799.3940958796;11143355313.54;542203190963.03;"2023-10-04T23:59:59.999Z"
"2023-10-03T00:00:00.000Z";"2023-10-03T23:59:59.999Z";"2023-10-03T06:52:00.000Z";"2023-10-03T20:07:00.000Z";"2781";27508.2518188075;27667.1920311533;27216.0013225348;27429.9790166632;11407814186.59;534975274335.57;"2023-10-03T23:59:59.999Z"
"2023-10-02T00:00:00.000Z";"2023-10-02T23:59:59.999Z";"2023-10-02T14:00:00.000Z";"2023-10-02T21:55:00.000Z";"2781";27976.7991520291;28494.4596384314;27347.7875796333;27530.784889745;19793041321.84;536912579985.45;"2023-10-02T23:59:59.999Z"
"2023-10-01T00:00:00.000Z";"2023-10-01T23:59:59.999Z";"2023-10-01T22:34:00.000Z";"2023-10-01T00:34:00.000Z";"2781";26967.3974331494;28047.2377100269;26965.0942923201;27983.7503817847;9503917434.43;545719315434.05;"2023-10-01T23:59:59.999Z"
"2023-09-30T00:00:00.000Z";"2023-09-30T23:59:59.999Z";"2023-09-30T15:47:00.000Z";"2023-09-30T02:35:00.000Z";"2781";26911.6891847171;27091.7955078372;26888.9678037149;26967.9163010637;5331172801.03;525885640459.76;"2023-09-30T23:59:59.999Z"
"2023-09-29T00:00:00.000Z";"2023-09-29T23:59:59.999Z";"2023-09-29T07:40:00.000Z";"2023-09-29T14:10:00.000Z";"2781";27024.8417139356;27225.9384299173;26721.762796688;26911.7216027656;10396435377.43;524766460979.21;"2023-09-29T23:59:59.999Z"
"2023-09-28T00:00:00.000Z";"2023-09-28T23:59:59.999Z";"2023-09-28T16:27:00.000Z";"2023-09-28T03:12:00.000Z";"2781";26355.812394562;27259.4992234082;26327.3217124363;27021.5467647385;14079002707.33;526883682824.27;"2023-09-28T23:59:59.999Z"
"2023-09-27T00:00:00.000Z";"2023-09-27T23:59:59.999Z";"2023-09-27T12:04:00.000Z";"2023-09-27T18:08:00.000Z";"2781";26209.498349443;26817.8423152758;26111.4643819932;26352.7176189088;11718380997.24;513818515485.06;"2023-09-27T23:59:59.999Z"
"2023-09-26T00:00:00.000Z";"2023-09-26T23:59:59.999Z";"2023-09-26T03:43:00.000Z";"2023-09-26T15:48:00.000Z";"2781";26294.7586727413;26389.8847847517;26090.7124028396;26217.2493357507;9985498161.06;511151155986.8;"2023-09-26T23:59:59.999Z"
"2023-09-25T00:00:00.000Z";"2023-09-25T23:59:59.999Z";"2023-09-25T20:17:00.000Z";"2023-09-25T12:23:00.000Z";"2781";26253.7752994376;26421.5083555994;26011.4696157754;26298.4795511748;11997833256.53;512712185601.52;"2023-09-25T23:59:59.999Z"
"2023-09-24T00:00:00.000Z";"2023-09-24T23:59:59.999Z";"2023-09-24T18:06:00.000Z";"2023-09-24T23:29:00.000Z";"2781";26579.3739860713;26716.0584624373;26221.050004588;26256.8257867445;8192867685.97;511876976253.54;"2023-09-24T23:59:59.999Z"
"2023-09-23T00:00:00.000Z";"2023-09-23T23:59:59.999Z";"2023-09-23T18:18:00.000Z";"2023-09-23T04:06:00.000Z";"2781";26578.5559271151;26634.1859848479;26520.5198304857;26579.3897405605;7404700300.94;518140112048.32;"2023-09-23T23:59:59.999Z"
"2023-09-22T00:00:00.000Z";"2023-09-22T23:59:59.999Z";"2023-09-22T08:13:00.000Z";"2023-09-22T00:28:00.000Z";"2781";26564.0561677608;26726.0780348598;26495.5324127361;26579.5686371325;10578746708.52;518118003343.51;"2023-09-22T23:59:59.999Z"
"2023-09-21T00:00:00.000Z";"2023-09-21T23:59:59.999Z";"2023-09-21T00:47:00.000Z";"2023-09-21T14:01:00.000Z";"2781";27129.8400209459;27152.9385802242;26389.3002858724;26567.6329044034;13371443707.65;517864270862.51;"2023-09-21T23:59:59.999Z"
"2023-09-20T00:00:00.000Z";"2023-09-20T23:59:59.999Z";"2023-09-20T02:04:00.000Z";"2023-09-20T19:20:00.000Z";"2781";27210.2284915397;27379.5060737309;26864.0823200663;27132.0073401285;13281116603.72;528841974545.7;"2023-09-20T23:59:59.999Z"
"2023-09-19T00:00:00.000Z";"2023-09-19T23:59:59.999Z";"2023-09-19T15:37:00.000Z";"2023-09-19T00:31:00.000Z";"2781";26760.8510057672;27488.7638021952;26681.6057746944;27211.1178197241;13807690550.44;530358455132.04;"2023-09-19T23:59:59.999Z"
"2023-09-18T00:00:00.000Z";"2023-09-18T23:59:59.999Z";"2023-09-18T13:04:00.000Z";"2023-09-18T00:37:00.000Z";"2781";26532.9947937991;27414.734259256;26415.5158457515;26754.2810377253;15615339654.79;521431894478.28;"2023-09-18T23:59:59.999Z"
"2023-09-17T00:00:00.000Z";"2023-09-17T23:59:59.999Z";"2023-09-17T11:47:00.000Z";"2023-09-17T01:12:00.000Z";"2781";26567.9275830021;26617.997627579;26445.0751254567;26534.18751685;6774210669.73;517116820259.64;"2023-09-17T23:59:59.999Z"
"2023-09-16T00:00:00.000Z";"2023-09-16T23:59:59.999Z";"2023-09-16T02:22:00.000Z";"2023-09-16T10:05:00.000Z";"2781";26606.1986522569;26754.7701833188;26473.8907765725;26568.2812876599;7402031416.6;517755173478.6;"2023-09-16T23:59:59.999Z"
"2023-09-15T00:00:00.000Z";"2023-09-15T23:59:59.999Z";"2023-09-15T23:09:00.000Z";"2023-09-15T15:00:00.000Z";"2781";26533.8188377296;26840.4979252215;26240.7006254309;26608.6933649124;11479735788.3;518517274733.03;"2023-09-15T23:59:59.999Z"
"2023-09-14T00:00:00.000Z";"2023-09-14T23:59:59.999Z";"2023-09-14T18:37:00.000Z";"2023-09-14T05:55:00.000Z";"2781";26228.2778603251;26774.6233565855;26171.4518522882;26539.6744424527;13811359124.32;517140816824;"2023-09-14T23:59:59.999Z"
"2023-09-13T00:00:00.000Z";"2023-09-13T23:59:59.999Z";"2023-09-13T16:30:00.000Z";"2023-09-13T00:07:00.000Z";"2781";25837.5549632929;26376.1134693933;25781.1237276336;26228.3240875137;13072077070.22;511047406839.26;"2023-09-13T23:59:59.999Z"
"2023-09-12T00:00:00.000Z";"2023-09-12T23:59:59.999Z";"2023-09-12T16:31:00.000Z";"2023-09-12T01:40:00.000Z";"2781";25160.6579251895;26451.9384975375;25133.0789086915;25833.3430604915;18657279324.05;503327969520.61;"2023-09-12T23:59:59.999Z"
"2023-09-11T00:00:00.000Z";"2023-09-11T23:59:59.999Z";"2023-09-11T06:00:00.000Z";"2023-09-11T20:02:00.000Z";"2781";25831.7155007322;25883.9470027172;24930.2974941684;25162.6552722476;14600006466.65;490238023957.25;"2023-09-11T23:59:59.999Z"
"2023-09-10T00:00:00.000Z";"2023-09-10T23:59:59.999Z";"2023-09-10T22:34:00.000Z";"2023-09-10T19:41:00.000Z";"2781";25895.2099714338;25978.1301676244;25640.2617077209;25832.2262469114;7899553047.41;503258420290.44;"2023-09-10T23:59:59.999Z"
"2023-09-09T00:00:00.000Z";"2023-09-09T23:59:59.999Z";"2023-09-09T16:33:00.000Z";"2023-09-09T13:43:00.000Z";"2781";25905.4249124824;25921.976226367;25810.4950896881;25895.6782209584;5481314132.31;504470470462.72;"2023-09-09T23:59:59.999Z"
"2023-09-08T00:00:00.000Z";"2023-09-08T23:59:59.999Z";"2023-09-08T00:58:00.000Z";"2023-09-08T10:07:00.000Z";"2781";26245.2082080784;26414.005974773;25677.4795806905;25905.6537515133;10817356399.67;504640503023.3;"2023-09-08T23:59:59.999Z"
"2023-09-07T00:00:00.000Z";"2023-09-07T23:59:59.999Z";"2023-09-07T22:53:00.000Z";"2023-09-07T14:01:00.000Z";"2781";25748.3120094302;26409.3030110922;25608.201595679;26240.19489212;11088307100.27;511135039200.57;"2023-09-07T23:59:59.999Z"
"2023-09-06T00:00:00.000Z";"2023-09-06T23:59:59.999Z";"2023-09-06T17:56:00.000Z";"2023-09-06T17:06:00.000Z";"2781";25783.930744879;25953.015656649;25404.3596799132;25753.2362583108;12752705326.81;501626995525.47;"2023-09-06T23:59:59.999Z"
"2023-09-05T00:00:00.000Z";"2023-09-05T23:59:59.999Z";"2023-09-05T15:22:00.000Z";"2023-09-05T03:24:00.000Z";"2781";25814.9578079891;25858.3743125201;25589.9885855439;25779.9817949848;11094740039.8;502126527593.99;"2023-09-05T23:59:59.999Z"
"2023-09-04T00:00:00.000Z";"2023-09-04T23:59:59.999Z";"2023-09-04T03:21:00.000Z";"2023-09-04T22:01:00.000Z";"2781";25968.1701334655;26081.5246051517;25657.0255672937;25812.4152686728;10680635105.81;502737261224.55;"2023-09-04T23:59:59.999Z"
"2023-09-03T00:00:00.000Z";"2023-09-03T23:59:59.999Z";"2023-09-03T20:52:00.000Z";"2023-09-03T16:41:00.000Z";"2781";25869.4727927244;26087.1491647509;25817.0317984223;25969.5673526316;8962524522.99;505774022624.31;"2023-09-03T23:59:59.999Z"
"2023-09-02T00:00:00.000Z";"2023-09-02T23:59:59.999Z";"2023-09-02T15:41:00.000Z";"2023-09-02T03:22:00.000Z";"2781";25800.9096091103;25970.284489312;25753.0938469384;25868.7981401932;10100387473.24;503786436420.87;"2023-09-02T23:59:59.999Z"
"2023-09-01T00:00:00.000Z";"2023-09-01T23:59:59.999Z";"2023-09-01T12:24:00.000Z";"2023-09-01T17:42:00.000Z";"2781";25934.0208061586;26125.8697737206;25362.6091281569;25800.7243726077;17202862221.48;502435875823.55;"2023-09-01T23:59:59.999Z"
"2023-08-31T00:00:00.000Z";"2023-08-31T23:59:59.999Z";"2023-08-31T11:43:00.000Z";"2023-08-31T21:09:00.000Z";"2781";27301.9293168046;27456.0790013622;25752.9299469294;25931.4728933574;20181001451.19;504957555550.64;"2023-08-31T23:59:59.999Z"
"2023-08-30T00:00:00.000Z";"2023-08-30T23:59:59.999Z";"2023-08-30T00:21:00.000Z";"2023-08-30T15:04:00.000Z";"2781";27726.0840340273;27760.1593966037;27069.2074245836;27297.2653483206;16343655235.34;531528938704.34;"2023-08-30T23:59:59.999Z"
"2023-08-29T00:00:00.000Z";"2023-08-29T23:59:59.999Z";"2023-08-29T16:28:00.000Z";"2023-08-29T10:39:00.000Z";"2781";26102.4858320026;28089.3380271543;25912.6289086749;27727.3930090424;29368391711.99;539882481562.26;"2023-08-29T23:59:59.999Z"
"2023-08-28T00:00:00.000Z";"2023-08-28T23:59:59.999Z";"2023-08-28T12:29:00.000Z";"2023-08-28T07:46:00.000Z";"2781";26089.6149228858;26198.5790644484;25880.6002488905;26106.1500439649;11002805166.45;508288516574.2;"2023-08-28T23:59:59.999Z"
"2023-08-27T00:00:00.000Z";"2023-08-27T23:59:59.999Z";"2023-08-27T17:02:00.000Z";"2023-08-27T01:43:00.000Z";"2781";26008.2418008294;26165.3724382761;25965.0975389949;26089.6934716635;6913768611.22;507949530130.7;"2023-08-27T23:59:59.999Z"
"2023-08-26T00:00:00.000Z";"2023-08-26T23:59:59.999Z";"2023-08-26T02:17:00.000Z";"2023-08-26T12:46:00.000Z";"2781";26047.2352396372;26107.3842905801;25983.8782739266;26008.462659668;6034817316.31;506348824288.34;"2023-08-26T23:59:59.999Z"
"2023-08-25T00:00:00.000Z";"2023-08-25T23:59:59.999Z";"2023-08-25T14:17:00.000Z";"2023-08-25T14:57:00.000Z";"2781";26163.6800536736;26248.1034276033;25786.8124616266;26047.6688510481;12406045117.51;507090156466.72;"2023-08-25T23:59:59.999Z"
"2023-08-24T00:00:00.000Z";"2023-08-24T23:59:59.999Z";"2023-08-24T09:10:00.000Z";"2023-08-24T17:39:00.000Z";"2781";26431.5198924678;26554.9098173772;25914.9255589463;26162.3724949505;12871532023.01;509301597240.58;"2023-08-24T23:59:59.999Z"
"2023-08-23T00:00:00.000Z";"2023-08-23T23:59:59.999Z";"2023-08-23T19:49:00.000Z";"2023-08-23T13:13:00.000Z";"2781";26040.473651602;26786.8976054909;25804.9981865296;26431.6399826996;16985265785.29;514519784075.08;"2023-08-23T23:59:59.999Z"
"2023-08-22T00:00:00.000Z";"2023-08-22T23:59:59.999Z";"2023-08-22T00:11:00.000Z";"2023-08-22T21:27:00.000Z";"2781";26130.7480160416;26135.5082032906;25520.728490709;26031.6564794482;14503820706.42;506709265107.93;"2023-08-22T23:59:59.999Z"
"2023-08-21T00:00:00.000Z";"2023-08-21T23:59:59.999Z";"2023-08-21T21:36:00.000Z";"2023-08-21T15:29:00.000Z";"2781";26188.6906508187;26220.2016841533;25846.0879702768;26124.141253131;13371557892.6;508487129875.96;"2023-08-21T23:59:59.999Z"
"2023-08-20T00:00:00.000Z";"2023-08-20T23:59:59.999Z";"2023-08-20T20:45:00.000Z";"2023-08-20T15:10:00.000Z";"2781";26096.8612255003;26260.6809353842;26004.3152995916;26189.5846686604;9036580419.74;509733936200.2;"2023-08-20T23:59:59.999Z"
"2023-08-19T00:00:00.000Z";"2023-08-19T23:59:59.999Z";"2023-08-19T17:00:00.000Z";"2023-08-19T07:03:00.000Z";"2781";26047.8329790106;26249.4483843828;25802.4078886004;26096.2045506881;10631443812.07;507889708783.63;"2023-08-19T23:59:59.999Z"
"2023-08-18T00:00:00.000Z";"2023-08-18T23:59:59.999Z";"2023-08-18T00:13:00.000Z";"2023-08-18T17:08:00.000Z";"2781";26636.0784021093;26808.1957847269;25668.9228168459;26049.5569008807;24026236529.35;506957746773.53;"2023-08-18T23:59:59.999Z"
"2023-08-17T00:00:00.000Z";"2023-08-17T23:59:59.999Z";"2023-08-17T00:15:00.000Z";"2023-08-17T21:45:00.000Z";"2781";28699.8028396574;28745.9465251714;25409.1116027686;26664.5499931202;31120851211.44;518904301900.92;"2023-08-17T23:59:59.999Z"
"2023-08-16T00:00:00.000Z";"2023-08-16T23:59:59.999Z";"2023-08-16T02:06:00.000Z";"2023-08-16T23:59:00.000Z";"2781";29169.0740199163;29221.9757429755;28701.7795245305;28701.7795245305;14949271904.13;558522450868.28;"2023-08-16T23:59:59.999Z"
"2023-08-15T00:00:00.000Z";"2023-08-15T23:59:59.999Z";"2023-08-15T15:04:00.000Z";"2023-08-15T19:12:00.000Z";"2781";29408.048589907;29439.1204218858;29088.8532768829;29170.3472059942;12640195779.03;567610646871.25;"2023-08-15T23:59:59.999Z"
"2023-08-14T00:00:00.000Z";"2023-08-14T23:59:59.999Z";"2023-08-14T16:52:00.000Z";"2023-08-14T02:22:00.000Z";"2781";29283.262942771;29660.2543392724;29124.1055472393;29408.4425504032;14013695304.04;572212182981.53;"2023-08-14T23:59:59.999Z"
"2023-08-13T00:00:00.000Z";"2023-08-13T23:59:59.999Z";"2023-08-13T03:00:00.000Z";"2023-08-13T22:42:00.000Z";"2781";29416.5935992443;29441.4333889142;29265.8075968834;29282.9143793982;7329897179.69;569738074810.23;"2023-08-13T23:59:59.999Z"
"2023-08-12T00:00:00.000Z";"2023-08-12T23:59:59.999Z";"2023-08-12T16:35:00.000Z";"2023-08-12T03:45:00.000Z";"2781";29399.7866548487;29465.1137837459;29357.5879811121;29415.9645162195;6194358007.75;572302297645.31;"2023-08-12T23:59:59.999Z"
"2023-08-11T00:00:00.000Z";"2023-08-11T23:59:59.999Z";"2023-08-11T14:48:00.000Z";"2023-08-11T16:45:00.000Z";"2781";29424.902574843;29517.7736682695;29253.5179877987;29397.7154970071;10195168196.66;571917121193.64;"2023-08-11T23:59:59.999Z"
"2023-08-10T00:00:00.000Z";"2023-08-10T23:59:59.999Z";"2023-08-10T14:02:00.000Z";"2023-08-10T17:33:00.000Z";"2781";29563.9718365603;29688.5648164715;29354.4464357924;29429.5924885661;11865344788.64;572509489793.69;"2023-08-10T23:59:59.999Z"
"2023-08-09T00:00:00.000Z";"2023-08-09T23:59:59.999Z";"2023-08-09T13:01:00.000Z";"2023-08-09T20:06:00.000Z";"2781";29766.695595898;30093.4351892124;29376.8005464538;29561.4945073243;18379521212.63;575052155346.9;"2023-08-09T23:59:59.999Z"
"2023-08-08T00:00:00.000Z";"2023-08-08T23:59:59.999Z";"2023-08-08T21:22:00.000Z";"2023-08-08T02:03:00.000Z";"2781";29180.0188620852;30176.7962374838;29113.8144640675;29765.4926735622;17570561357.26;578990356568.61;"2023-08-08T23:59:59.999Z"
"2023-08-07T00:00:00.000Z";"2023-08-07T23:59:59.999Z";"2023-08-07T21:31:00.000Z";"2023-08-07T16:18:00.000Z";"2781";29038.5128459431;29244.2808643985;28724.1405310678;29180.5789215225;13618163710.33;567589047795.07;"2023-08-07T23:59:59.999Z"
"2023-08-06T00:00:00.000Z";"2023-08-06T23:59:59.999Z";"2023-08-06T21:20:00.000Z";"2023-08-06T16:10:00.000Z";"2781";29043.7019801631;29160.8215441502;28963.8346883068;29041.8561709403;7269806993.78;564864625278.2;"2023-08-06T23:59:59.999Z"
"2023-08-05T00:00:00.000Z";"2023-08-05T23:59:59.999Z";"2023-08-05T00:48:00.000Z";"2023-08-05T12:51:00.000Z";"2781";29075.3889564763;29102.4656525949;28957.7976155422;29042.1261500756;6598366352.73;564840485745.58;"2023-08-05T23:59:59.999Z"
"2023-08-04T00:00:00.000Z";"2023-08-04T23:59:59.999Z";"2023-08-04T13:49:00.000Z";"2023-08-04T20:51:00.000Z";"2781";29174.3818369773;29302.0782223191;28885.335399401;29074.0917277723;12036639987.62;565434912959.96;"2023-08-04T23:59:59.999Z"
"2023-08-03T00:00:00.000Z";"2023-08-03T23:59:59.999Z";"2023-08-03T15:01:00.000Z";"2023-08-03T08:27:00.000Z";"2781";29161.8119457041;29375.7070279614;28959.4882089026;29178.678779687;12780357745.55;567446140509.39;"2023-08-03T23:59:59.999Z"
"2023-08-02T00:00:00.000Z";"2023-08-02T23:59:59.999Z";"2023-08-02T01:33:00.000Z";"2023-08-02T16:56:00.000Z";"2781";29704.1468382002;29987.9971121967;28946.51037823;29151.9596891331;19212655598.47;566898832325.3;"2023-08-02T23:59:59.999Z"
"2023-08-01T00:00:00.000Z";"2023-08-01T23:59:59.999Z";"2023-08-01T23:59:00.000Z";"2023-08-01T15:31:00.000Z";"2781";29230.8724049903;29675.7324980608;28657.0238197426;29675.7324980608;18272392391.28;577056102933.27;"2023-08-01T23:59:59.999Z"
"2023-07-31T00:00:00.000Z";"2023-07-31T23:59:59.999Z";"2023-07-31T00:50:00.000Z";"2023-07-31T20:05:00.000Z";"2781";29278.3140543721;29489.8728687203;29131.5790337733;29230.110878649;11656781981.62;568365621732.67;"2023-07-31T23:59:59.999Z"
"2023-07-30T00:00:00.000Z";"2023-07-30T23:59:59.999Z";"2023-07-30T15:04:00.000Z";"2023-07-30T20:03:00.000Z";"2781";29357.0936433926;29443.169489786;29059.5026285708;29275.307946897;8678454526.64;569216997017.29;"2023-07-30T23:59:59.999Z"
"2023-07-29T00:00:00.000Z";"2023-07-29T23:59:59.999Z";"2023-07-29T04:27:00.000Z";"2023-07-29T12:48:00.000Z";"2781";29319.4460376816;29396.8437541811;29264.1662739004;29356.9185375698;6481775958.74;570774442718.62;"2023-07-29T23:59:59.999Z"
"2023-07-28T00:00:00.000Z";"2023-07-28T23:59:59.999Z";"2023-07-28T15:23:00.000Z";"2023-07-28T08:11:00.000Z";"2781";29212.1643024276;29521.5143305549;29125.8455921496;29319.2454030349;11218474951.63;570017791145.4;"2023-07-28T23:59:59.999Z"
"2023-07-27T00:00:00.000Z";"2023-07-27T23:59:59.999Z";"2023-07-27T09:56:00.000Z";"2023-07-27T18:40:00.000Z";"2781";29353.7988292154;29560.9662619931;29099.3522511329;29210.6892773374;10770779216.98;567881358904.56;"2023-07-27T23:59:59.999Z"
"2023-07-26T00:00:00.000Z";"2023-07-26T23:59:59.999Z";"2023-07-26T20:53:00.000Z";"2023-07-26T01:38:00.000Z";"2781";29225.7601153369;29675.5526173996;29113.9113235798;29354.9728831488;13497554655.35;570661758982.41;"2023-07-26T23:59:59.999Z"
